year,country_code,country_name,region,income_group,currency_unit,gdp_usd,population,gdp_per_capita,inflation_rate,unemployment_rate,fdi_pct_gdp,co2_emissions_kt,energy_use_per_capita,renewable_energy_pct,forest_area_pct,electricity_access_pct,life_expectancy,child_mortality,school_enrollment_secondary,health_expenditure_pct_gdp,hospital_beds_per_1000,physicians_per_1000,internet_usage_pct,mobile_subscriptions_per_100,calculated_gdp_per_capita,real_economic_growth_indicator,econ_opportunity_index,co2_emissions_per_capita_tons,co2_intensity_per_million_gdp,green_transition_score,ecological_preservation_index,renewable_energy_efficiency,human_development_composite,healthcare_capacity_index,digital_connectivity_index,health_development_ratio,education_health_ratio,years_since_2000,years_since_century,is_pandemic_period,human_development_index,climate_vulnerability_index,digital_readiness_score,governance_quality_index,global_resilience_score,global_development_resilience_index
2010,AFE,Africa Eastern and Southern,,,,847409491176.197,518468229.0,1634.44825309864,5.53753791645677,6.8677855707396,1.66784433056406,543808.651820938,755.371018311124,62.5645286167873,31.9108778788421,28.23337288747,58.4706966763051,86.1157221444631,,6.94635178038019,,0.168834673260782,6.44172771338151,38.900759830307,1634.448253098643,295.1579344028135,623.6814280150509,1.048875555730413,0.6417306597146278,62.5645286163858,2.5240784000142,8.28262232732605,0.0,0.0,1.582997481585131,0.6789781844738851,,10,10,0,0.2728219981371621,0.2638114837609265,0.1618778380012642,0.5,0.3199802777335087,22.10741061773209
2011,AFE,Africa Eastern and Southern,,,,943378184761.64,532760424.0,1770.73623014017,8.97120640995792,6.74808147368188,1.88709798515104,535604.357505138,749.402187738062,62.2938415552246,32.1831348252032,28.3818359876251,59.3535949230704,82.0574835274447,,6.79277640035653,,,7.90411431779041,48.4729017404439,1770.736230140173,197.37994526295552,681.6535715165093,1.0053381095460987,0.567751476721361,62.29384155487092,2.540100509434627,8.312471270366522,0.0,0.0,1.957384368670319,0.7233172694507402,,11,11,0,0.2896419081784117,0.2638075590489305,0.201096910723765,0.5,0.3434275009130942,22.98081653729929
2012,AFE,Africa Eastern and Southern,,,,950521438838.682,547482863.0,1736.16655986305,9.15870715471667,6.5621786470409,2.59587467433376,559333.857277447,728.721221633136,61.1095543464239,31.9724922524989,32.2240274434276,60.1855610471991,78.250070965376,,6.57312777240983,,,8.9406339306812,53.2581484590598,1736.1665598630473,189.56458925198157,677.7466231436384,1.021646329188293,0.5884494914294873,61.1095543460643,2.499372856831616,8.38586177159372,0.0,0.0,2.1821127587691858,0.7691438525829573,,12,12,0,0.3054363557622086,0.267294883502693,0.2222303311836053,0.5,0.3415924956549042,23.600382102936727
2013,AFE,Africa Eastern and Southern,,,,964242449960.242,562601578.0,1713.89929866184,5.74694885275767,6.44545648496286,2.2355240347058,580510.924988882,725.668196097785,60.4688380088513,31.761841679602,32.0464780952398,60.9533629561754,74.8166732540707,,6.54238921491383,,,10.5521584175048,58.2344916148318,1713.8992986618357,298.2276930895994,675.0850037107052,1.031833090572814,0.6020383410964927,60.468838008487246,2.469855174600713,8.33284941162049,0.0,0.0,2.478910205881932,0.8147029305778307,,13,13,0,0.3197474462090712,0.2694233007788667,0.2468757641369633,0.5,0.3423078263893852,24.331040664890494
2014,AFE,Africa Eastern and Southern,,,,984807065632.553,578075373.0,1703.59629838885,5.37028961008588,6.40519550006924,2.81339050275503,601860.163982524,740.766342797557,60.8039336588303,31.5512701334493,31.3235788003652,61.6473665890637,71.7949578887273,,6.13293805551592,,,13.0520098193969,62.5373124177232,1703.5962983888487,317.2261501855217,673.1323965789111,1.0411447920002015,0.6111452537111339,60.8039336584587,2.460269514276137,8.208247344122022,0.0,0.0,2.8569872519050814,0.85865871924612,,14,14,0,0.3324134739600354,0.269111990519301,0.2737177571560618,0.5,0.3453623100616413,25.050689284331146
2015,AFE,Africa Eastern and Southern,,,,919930022724.422,593871847.0,1549.03794037642,5.25017086354882,6.49004120319987,3.13403550405131,586385.004028878,,61.0972640976963,31.3405255785614,33.3121631315881,62.2592883749181,69.1381574560455,,6.32839534047149,,,15.9902769429344,67.9935042316784,1549.0379403764227,295.0452434093464,608.0486491855144,0.9873931673829252,0.6374234882477988,61.097264097306855,2.4497239993310918,,0.0,0.0,3.297324616996512,0.9005054613221268,,15,15,0,0.3435566117329672,0.2689055258093557,0.3065963988202666,0.5,0.3438671762894354,25.899140223892275
2016,AFE,Africa Eastern and Southern,,,,873354876607.317,609978946.0,1431.7787234042,6.59460441456991,6.61020531330575,1.93744888758881,592299.593958805,,,31.1194314173671,38.3804331871331,62.7876814850688,66.5159277529964,,6.23543464573395,,,17.1655870410284,64.9631561686044,1431.778723404196,217.11366344293123,556.8887312563324,0.9710164553102542,0.6781889124609745,,0.0,,0.0,0.0,3.339357290964984,0.9439495712700232,,16,16,0,0.3542613782983201,0.4222014214565822,0.30237178910049,0.5,0.3360957672046583,20.327360459019665
2017,AFE,Africa Eastern and Southern,,,,985355704660.083,626392880.0,1573.06338581001,6.39934341569383,6.7149547357794,1.01100154693475,601323.394690938,,,30.9035428685892,39.754201347135,63.2462635340566,64.2439937224214,,6.14907442367817,,0.191352014032712,20.3321189737088,64.8815872472889,1573.0633858100095,245.8163726535147,607.0502997552264,0.9599780168173973,0.6102602256698517,,0.0,,0.0,0.0,3.632051969775413,0.9844696736526736,,17,17,0,0.3635391379658762,0.422741142828527,0.317932552359507,0.5,0.3596131766993423,21.079328658849462
2018,AFE,Africa Eastern and Southern,,,,1012853224905.79,643090131.0,1574.97864775317,4.720811388773,6.73116273378074,1.42304503651044,600351.133332593,,,30.6902243076237,42.1682410699846,63.648988039777,62.0729363208627,,6.20223812233942,,,23.6573660487722,72.8885829249893,1574.9786477531718,333.6245653657702,607.0572151034148,0.933541201136226,0.5927326078153468,,0.0,,0.0,0.0,4.152531621833552,1.0253903200384704,,18,18,0,0.3722671460602873,0.4232744392309407,0.3612487733271586,0.5,0.3699401151575627,21.826876818480883
2019,AFE,Africa Eastern and Southern,,,,1009909855421.84,660046272.0,1530.05917655094,4.12435072486239,6.9143532468525,1.4581448316237,,,,30.4697982610631,43.6406611120552,64.0051974732229,60.0541503808559,,6.20493448940364,,,26.4482838127365,78.4335770615937,1530.0591765509432,370.9818292919283,581.8786816676137,,,,0.0,,0.0,0.0,4.5545949398087755,1.065791407709708,,19,19,0,0.3803120704039232,0.4238255043473422,0.3936866759356615,0.5,0.5229231862447368,22.459069921794235
2020,AFE,Africa Eastern and Southern,,,,920792331527.746,677243299.0,1359.61822418526,5.19145571718405,7.56318685370141,1.40391125813708,,,,30.2517857956239,,,58.158649582168,,,,,,84.2297774624791,1359.6182241852584,261.8953715977653,494.3841766034511,,,,0.0,,,,0.0,,,20,20,1,,0.4243705355109402,0.2807659248749303,0.5,,4.592020509038778
2000,AFW,Africa Western and Central,,,,140407973778.931,267214544.0,525.450342923443,2.53077516737993,4.92142316396605,1.82339267689403,119510.0,548.181051904747,83.23915972312,21.5952835465819,34.6580113476023,49.2197138106225,169.471114659074,,3.77129356241782,,0.192681800431092,0.138960653380905,0.535655709656035,525.4503429234413,207.6242685230048,236.85705509615457,0.4472436200927745,0.8511624858867747,83.2391597224115,1.970256434267136,15.18461089340676,0.0,0.0,0.0272827908031812,0.2904312862380003,,0,0,0,-0.0381663776984098,0.2379138918257452,0.0024803222990913,0.5,0.2308561625421066,8.017709644738675
2001,AFW,Africa Western and Central,,,,148012003011.166,274433894.0,539.335724366342,4.36152914007253,4.86575187573938,2.17838712620068,130120.0,555.91173464434,81.9992634764941,21.5031563447265,35.6643106020937,49.4751356037932,164.355337570411,,3.7702550850534,,,0.20959643027656,1.06030557318644,539.3357243663422,123.65748503456592,244.50300920672055,0.4741396848014699,0.8791178914738677,81.99926347577323,1.9471848790104809,14.750410607711926,0.0,0.0,0.047141941320041,0.3010254265858429,,1,1,0,-0.020292675755865,0.2412439504469485,0.0045823340620042,0.5,0.2246436841724107,8.71704405046545
2002,AFW,Africa Western and Central,,,,176933365387.396,281842480.0,627.773944464993,3.18869330220589,4.78138507307745,2.49112841664166,133840.0,560.27433813377,81.6342051742121,21.411029142871,36.4035502278737,49.8169286273063,158.983805646004,,3.3876116617462,,,0.411060803424681,2.11789335990543,627.7739444649933,196.8749845056307,287.0955267615216,0.4748751856001267,0.756442967706837,81.63420517359458,1.9345217946325728,14.570398752534205,0.0,0.0,0.093305034488527,0.3133459312090535,,2,2,0,-0.0012396592552122,0.2423869142072922,0.0091149485501415,0.5,0.2568610216532381,9.465714520387715
2003,AFW,Africa Western and Central,,,,204641949829.561,289469530.0,706.955063040869,1.76090410099629,4.75116750881285,2.57108134077613,137380.0,570.382439214674,80.5603505989825,21.3189019410156,40.673975201312,50.2394323653305,153.629779367427,,4.68110245968926,,,0.657285158944135,3.36336814649046,706.95506304087,401.47277903486383,324.3333724856842,0.4745922653759102,0.671318857714261,80.56035059844166,1.913486954962655,14.123918455466702,0.0,0.0,0.148683959012182,0.3270162371656858,,3,3,0,0.018068936094068,0.2453018686500047,0.0144976529496888,0.5,0.2799014177199506,10.715532858271107
2004,AFW,Africa Western and Central,,,,254090255061.056,297353098.0,854.506836384316,0.694336305945748,4.73188044804454,1.83141130911409,141040.0,578.107912796889,81.1680498971543,21.2267747391601,37.7579126977348,50.7334166512703,148.278352791015,,4.48188332909815,,,1.17786496755986,6.54484478736054,854.5068363843178,1230.6814854228332,392.824584503242,0.4743182463832947,0.5550783518482798,81.16804989670376,1.912390453770048,14.04029387947016,0.0,0.0,0.277649840503263,0.3421498532747695,,4,4,0,0.037646465141641,0.2440129384092139,0.0277054741290011,0.5,0.3116424887330039,11.696107608069784
2005,AFW,Africa Western and Central,,,,310554338477.887,305520588.0,1016.47597797202,5.63163351357613,4.7279468963644,2.98747943733773,155650.0,585.191024218262,81.0702100123662,21.1346475373047,38.0079086887609,51.2834866628333,143.101119321969,,4.27728400548893,,,2.32674116599097,11.2604702993293,1016.4759779720214,180.49398554107088,467.4776202861184,0.50945830203757,0.5012005330947357,81.07021001195987,1.9029424686099448,13.85363183255678,0.0,0.0,0.5118613073271718,0.3583723656797435,,5,5,0,0.0568669015167374,0.2444878561258227,0.0491686068277191,0.5,0.3289393858071233,12.655258406242003
2006,AFW,Africa Western and Central,,,,393296680919.431,313985474.0,1252.59514686795,4.41589984169562,4.64887181517722,2.3394303884122,153210.0,578.678601469874,81.9026619144582,21.0425203354492,39.8607062598482,51.8682025707247,138.164471595965,,4.13962129650424,,,3.46323637758135,19.0771853741777,1252.595146867944,283.6556968617698,580.9475693817735,0.4879525095482601,0.3895532493227063,81.90266191413913,1.9043499727264368,14.153393905774491,0.0,0.0,0.8128271794773787,0.375409119085282,,6,6,0,0.0754279125373054,0.2426370443752314,0.0809067998018324,0.5,0.361112347548211,13.720783617734185
2007,AFW,Africa Western and Central,,,,461777599573.788,322741656.0,1430.79640012068,3.60736767984596,4.62766132792644,2.8213805458757,153350.0,583.570930281778,82.1722589401389,20.9503931335938,40.7442321909514,52.4639575630919,133.475044722892,,3.90850626720445,,,4.24017376957547,25.4172217175203,1430.7964001206835,396.631706857721,665.1154785451498,0.475147837749212,0.3320862686746588,82.17225893986601,1.8991304183250937,14.08093766775907,0.0,0.0,1.0381398596630107,0.3930619215900059,,7,7,0,0.0932159523652838,0.2421933698156682,0.1059249412396116,0.5,0.3789372815171063,14.61040635728566
2008,AFW,Africa Western and Central,,,,566425696836.635,331772330.0,1707.27226359303,8.44972153523289,4.59939251319006,2.87919707994292,157600.0,585.933019164169,81.5551144965369,20.8582659317383,41.686698722812,53.0495003986077,129.11764610709,,3.73170988370267,,,4.99156545490828,37.4351972353446,1707.2722635930338,202.0507133251906,796.072364717133,0.4750245446930429,0.2782359643641909,81.55511449630998,1.883665575778103,13.918845982237857,0.0,0.0,1.366968314620438,0.4108617373229412,,8,8,0,0.1098686517470799,0.243966548929312,0.1497418180590234,0.5,0.3962870722883567,15.404782593657254
2009,AFW,Africa Western and Central,,,,506996402016.437,341050537.0,1486.57265423522,3.2824403758932,4.583290656407,3.58037585233818,145550.0,571.800006978943,82.6154249694587,20.7661387298829,41.8657125835744,53.6120895132647,125.063822570241,,3.78690128185734,,,5.80796073263232,45.0503232146735,1486.5726542352195,452.88641498345623,694.3803778546396,0.4267695963193865,0.2870829051668126,82.61542496922152,1.8874972242221184,14.448307793130386,0.0,0.0,1.6175614616552223,0.4286778415329016,,9,9,0,0.1254304389226441,0.241546090751646,0.1792075477120732,0.5,0.3955201710508088,16.25199438115836
2010,AFW,Africa Western and Central,,,,591582966686.497,350556886.0,1687.5519789005,1.78484420477115,4.55466216096181,3.19016567372739,165750.0,596.785227772781,80.9336234119323,20.6740115280274,41.7308811629004,54.1443067090058,121.383249997739,,3.52177502188999,,0.218469626115264,7.24207193407158,53.1342314535536,1687.5519789005,945.4897936690643,790.7315621661344,0.4728191247111888,0.2801804807335459,80.93362341170554,1.859898508859297,13.561599658553686,0.0,0.0,1.9616368836975,0.4460607761780504,,10,10,0,0.1396425834071308,0.2459809126501007,0.2133244645155365,0.5,0.4016541163392958,16.845150290436788
2011,AFW,Africa Western and Central,,,,670962551547.58,360285439.0,1862.30826705039,4.01869907534491,4.54837615294628,3.65147330333273,179070.0,610.016077182942,79.5252928746749,20.586055376098,45.9012986272586,54.6499981291251,118.039325695424,,3.55073141785752,,,8.66331049088811,59.2528786583658,1862.3082670503927,463.4107287295592,873.2194171391478,0.497022584362617,0.2668852376141913,79.52529287446265,1.835801732100685,13.036589665295905,0.0,0.0,2.2656700671023144,0.4629812802399269,,11,11,0,0.1526408061769982,0.2497216293730677,0.2408261479823265,0.5,0.4091734285600953,17.49934841854809
2012,AFW,Africa Western and Central,,,,727571396578.054,370243017.0,1965.11848480873,4.57837463515945,4.63760207877834,2.87431669064731,181740.0,624.240457631954,79.0710065586817,20.4980992241686,44.1303538860375,55.1389443224205,114.997107860762,,3.50506277342634,,,10.3355545850363,68.2976099503443,1965.118484808733,429.2174934129853,912.5191763868213,0.4908667865571115,0.2497899187004431,79.07100655848417,1.822729509427496,12.666754548181045,0.0,0.0,2.656865965135053,0.4794811395533746,,12,12,0,0.1645783867230002,0.2510772355428742,0.2793364727596625,0.5,0.4176201371498296,18.179381677759576
2013,AFW,Africa Western and Central,,,,820787588844.362,380437896.0,2157.48114862974,2.43920076104128,4.41021563101583,2.33396948872885,191990.0,622.117525274381,77.5442291317694,20.4101430722392,47.0181626522631,55.6189864082126,112.19118986671,,3.62193545204652,,,12.9012066177817,76.3462066399714,2157.4811486297413,884.5033107109742,1027.3468593090602,0.5046552985878147,0.2339094823184579,77.54422913158801,1.7973008949940137,12.464562720294532,0.0,0.0,3.1384043498984133,0.4957518186079616,,13,13,0,0.1757016089070353,0.2551140694899785,0.3189933885554798,0.5,0.4275300484036482,18.88553650539448
2014,AFW,Africa Western and Central,,,,864966625366.588,390882979.0,2212.85313466307,1.7580519603779,4.6880883010437,1.91845446796166,198440.0,611.437410013059,76.2761430693836,20.3221869203098,47.7454989877597,56.0882690441146,109.696286604994,,3.61479434913949,,,15.470625417449,81.729861507607,2212.8531346630675,1258.6960934803135,1022.0089511725034,0.5076711206706189,0.2294192563972022,76.2761430692086,1.7748628694366977,12.474889795793572,0.0,0.0,3.5558572423596697,0.5113050840643601,,14,14,0,0.1857567104924352,0.2585041750257665,0.3497859987792683,0.5,0.4338877874510461,19.486951079360583
2015,AFW,Africa Western and Central,,,,760729687146.574,401586651.0,1894.3101949536,2.13026806151513,4.62673719960996,2.05609711520206,193060.0,,76.9675266521529,20.2342307683804,46.7522790760429,56.5420091409512,107.291692708028,,3.83468457344959,,,19.4218503630998,86.7076926853099,1894.3101949536017,889.2355986440001,880.6709696435448,0.4807430713128957,0.2537826553399671,76.96752665195757,1.7751721022941551,,0.0,0.0,4.103685943957861,0.5269933553459587,,15,15,0,0.1954534495519063,0.2569956064486667,0.3861348940998653,0.5,0.4331986841925464,20.369706658066047
2016,AFW,Africa Western and Central,,,,690543020916.229,412551299.0,1673.83552685464,1.49456366409864,5.56701668670193,2.01823274960796,195120.0,,,20.1526101552326,50.9489385807558,56.9747611509084,104.637693991442,,3.8112533623891,,,21.3694140782799,86.325387237552,1673.835526854635,1119.949298288419,709.4168832032542,0.4729593640183884,0.282560237508606,,0.0,,0.0,0.0,4.2950238012694495,0.5444955730347821,,16,16,0,0.2058917413552975,0.4496184746119185,0.3945983611832394,0.5,0.4288415009060907,13.268225369497303
2017,AFW,Africa Western and Central,,,,683741574626.192,423769930.0,1613.47355303429,1.76463495159564,6.01950535255351,2.58299866845055,201900.0,,,20.0713271823989,48.8482047633884,57.382362702625,102.032086434223,,3.78963052268832,,0.236817201022054,24.6762465620052,84.6725608973991,1613.4735530342891,914.3384310592595,657.6297454096688,0.4764377689563769,0.2952870024181001,,0.0,,0.0,0.0,4.5709965978335845,0.5623952690570301,,17,17,0,0.2160726993772552,0.4498216820440027,0.4056231024680229,0.5,0.4312773110098306,14.036363231670029
2018,AFW,Africa Western and Central,,,,741691624372.788,435229381.0,1704.1396025899,1.78404994832042,6.04109241959404,2.09005410791295,224380.0,,,19.9860995956125,51.2532526128876,57.7623467867763,99.2911397363565,,3.39316057276209,,,29.7416789784377,94.2188075808149,1704.1396025898996,955.2084593787571,693.3418728444761,0.5155442389584448,0.3025246512521253,,0.0,,0.0,0.0,5.293605131476836,0.5817472429075764,,18,18,0,0.2265930558069198,0.4500347510109687,0.4627710868282381,0.5,0.4384134578717542,14.91614765773476
2019,AFW,Africa Western and Central,,,,794572474605.872,446911598.0,1777.91867152634,1.75856517595659,6.06336228158956,2.15064773327763,,,,19.9012147100637,51.3414214713772,58.1157227231324,96.4942892374437,,3.36604397526269,,,32.4181914215029,97.911421338368,1777.918671526336,1011.0052762526828,722.0298159694637,,,,0.0,,0.0,0.0,5.633925096501228,0.6022711103672355,,19,19,0,0.2371945925591851,0.4502469632248407,0.4884623615687411,0.5,0.5192597574854916,15.678781791082958
2020,AFW,Africa Western and Central,,,,784587603322.866,458803476.0,1710.07336335627,2.43130769502035,6.77491378680166,2.19686660381712,,,,19.8167620702692,,,93.6270232080024,,,,,,104.515821280524,1710.0733633562663,703.3553864279431,656.996197225756,,,,0.0,,,,0.0,,,20,20,1,,0.4504580948243269,0.34838607093508,0.5,,1.1503196882066409
2000,ARB,Arab World,,,,816038849805.683,282344141.0,2890.22767363068,1.85379035325276,12.5961014133704,0.471363118875434,893140.615190274,1295.72292218289,6.56727234373347,3.00202796708401,78.8724757376533,67.8005914484374,60.5594726902869,60.0535011291504,4.00092337012268,1.59937259788585,1.18180766687419,1.16588724320977,3.12805433729935,2890.227673630681,1559.0909018160178,814.3554004334286,3.163304937113159,1.0944829592401766,6.5672723436615925,0.0769320397333685,0.5068423373007602,0.2437959211533817,7.562348502254528,0.1909701193360967,1.1195703733284306,0.9916450467836117,0,0,0,0.5915561194715948,0.4760767492229562,0.0162562840070466,0.5,0.2271100328310118,29.86293990559388
2001,ARB,Arab World,,,,798525022054.761,288432153.0,2768.5021026583,1.77220437351018,12.4693803508137,1.11632354168693,946781.276673814,1362.82475649758,6.42183998004049,1.72047382965384,79.5591388332436,68.0725186351364,58.685002729594,61.5170516967773,4.28449784165919,1.64278082410883,,1.59036859126465,5.65042052848735,2768.5021026583017,1562.179929154992,784.0114792350566,3.2825094803969863,1.185662628626916,6.421839979964348,0.0435991287424496,0.4712153891703899,0.2595125581056064,0.0,0.2997707680202205,1.1599644793201724,1.0482584789206313,1,1,0,0.6036273045281167,0.4796442154757641,0.026786578051281,0.5,0.2049830383261333,30.49754218642577
2002,ARB,Arab World,,,,803142348125.716,294665202.0,2725.60975193031,1.83299389002049,12.4650007584907,0.768172334815647,986311.260496921,1399.53060492643,6.25625618015831,1.71853843434093,77.5119768489519,68.3402463203748,56.8408369767523,62.5932006835938,4.2664287439806,1.57643631301916,,2.72740391954483,8.37890792738118,2725.6097519303144,1486.97154244188,772.000390095736,3.3472267977435655,1.2280653146962854,6.256256180081479,0.0429849584522644,0.4470253210709305,0.2745327799543446,0.0,0.4780446247228879,1.2023089376450546,1.1012012491862884,2,2,0,0.6143037565352085,0.4800630134637519,0.0415667126889947,0.5,0.1965034055422499,31.061089874537277
2003,ARB,Arab World,,,,887874177404.3,301113869.0,2948.6326231101,2.7125924747435,12.3905207364152,1.64666337772702,1012262.85556778,1391.08707357351,6.35872164625474,1.71662965074073,78.7574168724285,68.6105056110119,55.0575287628462,64.3011932373047,4.14622216699596,1.57115086593521,,3.68668240412587,11.3905677718361,2948.6326231100966,1087.0164429652928,837.675641181377,3.3617277707251008,1.1400971909410973,6.358721646182244,0.0432874015397278,0.4571045024464258,0.290896274522041,0.0,0.6480231923120604,1.2461602827570333,1.1678910165814833,3,3,0,0.6268742910202298,0.4798116217575113,0.056401971260083,0.5,0.2216853727770812,31.765490203101404
